participant,brochure_id,age,gender,reason,reaction_time,gaze_x,gaze_y
SYN_010,1,18,male,Price,2.812279690323848,-0.7416182599807444,0.008312181896988772
SYN_010,2,18,male,brand,20.91433406663007,-0.37062954414162563,-0.07953514984443882
SYN_010,3,18,male,price,0.7426573326996049,-0.405449799756856,-0.07654493293321254
SYN_010,4,18,male,familiarity,12.83629134843959,-0.3376139140420028,0.014457695056035384
SYN_010,5,18,male,brand,10.82231643238957,0.308880137197023,0.0022867650468796352
SYN_011,1,26,Female,familiarity,21.364140562652423,0.503410835067774,0.07292925188780458
SYN_011,2,26,Female,brand,6.73904456361877,0.30463200839620513,0.062322619324786464
SYN_011,3,26,Female,price,1.216884175160879,-0.18040465855253335,-0.03477901800961777
SYN_011,4,26,Female,familiarity,19.400997408095893,1.1170216588474036,0.13559972955501137
SYN_011,5,26,Female,brand,2.2541916483353908,0.33236319662785246,0.013524072471765104
SYN_012,1,26,Female,brand,15.367661868259418,0.548094983467499,0.02714852584308829
SYN_012,2,26,Female,brand,7.709763077594012,-0.03346515032340264,-0.007323019577501526
SYN_012,3,26,Female,price,5.176542064255443,-0.27046426130242684,-0.06637190159091101
SYN_012,4,26,Female,familiarity,1.8390584125468479,0.6741206243462895,0.06345348157809136
SYN_012,5,26,Female,price,2.2725195089902077,0.3912284233261498,-0.006241882805029479
SYN_013,1,19,Female,Price,6.389225437229483,0.30829857691922025,-0.07706100483121177
SYN_013,2,19,Female,brand,1.2830996578167604,-0.08561743488325979,-0.04944521781693389
SYN_013,3,19,Female,price,1.05762439368796,0.18719721272995046,0.025655382192733382
SYN_013,4,19,Female,familiarity,1.1053941258103361,-0.5218583432035087,0.04657822153758731
SYN_013,5,19,Female,brand,2.2331437026661685,0.33921332779007524,0.03580992631006955
SYN_014,1,24,Female,brand,13.57158192476399,0.4179590022456723,-0.06539570729424998
SYN_014,2,24,Female,brand,11.648819180713447,-0.13690887943675994,-0.012416633868196601
SYN_014,3,24,Female,brand,4.0721222038498945,-0.18648681214532317,-0.026535456332471556
SYN_014,4,24,Female,familiarity,6.523102573082066,-0.23423974892858973,0.07201991947683849
SYN_014,5,24,Female,familiarity,4.562181213369952,-0.07471570591594262,0.07177588676255982
SYN_015,1,27,Female,brand,6.219512815113894,-0.11938349253890315,0.011079762343303738
SYN_015,2,27,Female,brand,5.674969539544635,0.30456871525914364,0.042304177729483805
SYN_015,3,27,Female,brand,10.379534613569097,-0.32774003223027237,-0.07526677709206658
SYN_015,4,27,Female,brand,2.4517437762853125,1.1663402976000408,0.038808859691346426
SYN_015,5,27,Female,price,9.887143766058673,0.3931422013378692,0.010460893093482745
SYN_016,1,19,male,brand,3.0049554441309856,0.35418496702872027,-0.013251119966407357
SYN_016,2,19,male,brand,3.9067733043371655,0.5663361487526437,0.06060883454096266
SYN_016,3,19,male,brand,3.9363856789792715,0.05787562733999812,0.015528727663267593
SYN_016,4,19,male,familiarity,4.993529516352848,0.4257310077811128,0.06179049822062371
SYN_016,5,19,male,price,1.2429543077994794,0.12250804205675173,0.05240827933756764
SYN_017,1,23,Female,familiarity,9.391296728713735,-0.0608560168822089,-0.018738434192760202
SYN_017,2,23,Female,brand,14.623867532901757,-0.34330641480677127,-0.09331244961277418
SYN_017,3,23,Female,brand,7.234532913018221,-0.18846807686441208,-0.09379756862441546
SYN_017,4,23,Female,familiarity,45.15078529286609,-0.2183640459179726,0.046247225318611106
SYN_017,5,23,Female,brand,5.692449695618266,0.3271652981373431,0.08166152955832998
SYN_018,1,28,Female,familiarity,8.007246665426733,0.008319670174553054,-0.07722583438109157
SYN_018,2,28,Female,brand,4.597839188334468,-0.1993637297241428,-0.04502251097313305
SYN_018,3,28,Female,price,3.6568414036577024,-0.3661692466339074,-0.11638530908986577
SYN_018,4,28,Female,brand,2.368087478637823,-0.6558763869162574,0.07397782406880317
SYN_018,5,28,Female,familiarity,4.416938387897203,0.11906477299128398,0.060540658265099266
SYN_019,1,23,male,Price,1.7946467599682905,-0.2582877740779375,-0.0899025801707734
SYN_019,2,23,male,price,3.4124367513184595,-0.20747942980413453,-0.054277600010672104
SYN_019,3,23,male,price,3.024778773125552,-0.15042233142573935,-0.0780770241638428
SYN_019,4,23,male,familiarity,40.62886613326192,-0.048595805273470294,0.014811934434465567
SYN_019,5,23,male,price,2.335912766704748,-0.40317846162556314,0.09419653345592721
SYN_020,1,24,male,brand,3.92290830920451,0.06765758690167306,-0.03651361883311747
SYN_020,2,24,male,price,20.29207846497639,-0.43161036660527974,-0.0903931010874502
SYN_020,3,24,male,brand,18.15722265538125,-0.0037869004084350984,0.0033577492333566805
SYN_020,4,24,male,familiarity,3.921054356992371,0.9158090251184399,0.01930368967596564
SYN_020,5,24,male,price,4.6515965035032885,0.5109452768083057,0.043319375838717936
SYN_021,1,19,male,familiarity,14.209177654624717,0.30716706117193654,0.026978301295108992
SYN_021,2,19,male,price,4.08670973378054,0.23766070963786157,0.0653912399160628
SYN_021,3,19,male,brand,7.1496932810392275,-0.17782267344627734,-0.07329262903258013
SYN_021,4,19,male,familiarity,2.5175729238479816,1.0394688966598353,0.10071388928660856
SYN_021,5,19,male,brand,19.195315349131715,0.05622398622976288,0.028492625428420015
SYN_022,1,24,Female,familiarity,11.878108226835625,-0.2982734079910586,-0.04603820208144339
SYN_022,2,24,Female,brand,6.340360964007355,-0.3293498119245655,-0.03438000437944453
SYN_022,3,24,Female,price,3.798916439312145,0.34619444063051374,0.08253697267451274
SYN_022,4,24,Female,familiarity,5.062048017568214,-0.5915248430484948,-0.09280206715952792
SYN_022,5,24,Female,price,4.117242286551083,0.49648582475979847,0.015169461133388185
SYN_023,1,21,male,familiarity,11.261531119449293,0.052613023280961076,-0.051126118886377
SYN_023,2,21,male,price,0.7281546449492845,0.6956119638321603,0.08762321161816919
SYN_023,3,21,male,price,6.87450798184284,-0.19298241558278537,-0.06271689100892489
SYN_023,4,21,male,familiarity,8.052664657269776,-1.2763252671997845,-0.11016952845437877
SYN_023,5,21,male,familiarity,13.521325545438339,0.028055456655733724,0.029102789940366643
SYN_024,1,21,female,brand,1.4223151759805448,-0.33127171814709927,0.04108618606290592
SYN_024,2,21,female,price,2.443639188594324,-0.19551704832869216,-0.04293373199537037
SYN_024,3,21,female,price,5.640660361850367,-0.4015704742482735,-0.03887102144371685
SYN_024,4,21,female,familiarity,2.5923579821486773,-0.35689819493180075,0.02896259722071653
SYN_024,5,21,female,familiarity,5.049285537912577,0.8092776788349119,0.010556166856589395
SYN_025,1,20,female,familiarity,23.467173196126105,-0.284104532214265,-0.005330452511516362
SYN_025,2,20,female,price,4.112288477147492,-0.11567657961434588,-0.06308554222788562
SYN_025,3,20,female,price,2.421799349860839,0.20140630807117516,0.017378774739312944
SYN_025,4,20,female,familiarity,2.444770090638451,0.11178939581969893,0.01715549255746391
SYN_025,5,20,female,familiarity,13.621867014099113,0.3553742446212734,0.05391649177152859
SYN_026,1,30,female,Price,6.296721751722395,0.2736135622869638,-0.0788853599833799
SYN_026,2,30,female,brand,5.088801512080115,0.3905741341478667,0.03945406484764184
SYN_026,3,30,female,brand,4.55568323149176,0.05549381841427051,-0.0024036105549120838
SYN_026,4,30,female,brand,1.9513756208084057,0.6357366703346014,0.008435819716702268
SYN_026,5,30,female,familiarity,15.140479157247391,0.5126446070489686,0.004784960510820314
SYN_027,1,22,Female,familiarity,9.544003639585464,0.1199060814799304,-0.10527046991181913
SYN_027,2,22,Female,brand,3.1805090784894072,0.25120987927952415,0.03183066878283259
SYN_027,3,22,Female,brand,3.6199163459035724,0.05632751626336318,-0.008691275296884017
SYN_027,4,22,Female,familiarity,7.295789248485061,0.35144077587464284,-0.05608509047447088
SYN_027,5,22,Female,brand,37.46045396371285,0.5007211768320756,0.06512083899418747
SYN_028,1,33,Female,Price,14.236790262507762,0.249839510420776,0.018322612311184077
SYN_028,2,33,Female,brand,2.997073259702505,-0.15861507183408663,-0.03328804147067108
SYN_028,3,33,Female,price,4.562399780632042,0.04652621599760824,-0.006295844792283407
SYN_028,4,33,Female,familiarity,5.505826832060041,-0.7681013816893792,0.07791584704112747
SYN_028,5,33,Female,familiarity,7.118760678375081,0.6079522448900675,0.0411360141053667
SYN_029,1,23,Female,Price,5.448461335666209,-0.44432494556408497,-0.04906987046460909
SYN_029,2,23,Female,brand,5.146175339697563,0.043402813137562474,-0.024772812765915194
SYN_029,3,23,Female,price,34.766284696611244,-0.2539765447523497,-0.08912400701570392
SYN_029,4,23,Female,familiarity,14.503515089536425,0.8130452995164891,0.01374637363129649
SYN_029,5,23,Female,familiarity,19.657428296299468,0.613034482353078,-0.008123445962882031
SYN_030,1,22,male,Price,11.53345270371718,0.30479117229806296,-0.04044702767519954
SYN_030,2,22,male,brand,13.722252100655824,0.06265611474535779,-0.009820488061389094
SYN_030,3,22,male,price,6.8973615630308736,-0.3709053274623741,-0.060841840334847415
SYN_030,4,22,male,familiarity,14.367071582237337,1.2862231723310997,0.008195323270489151
SYN_030,5,22,male,brand,2.808180788005447,0.25750150491577983,0.027571067783369024
SYN_031,1,23,female,brand,3.220201670993324,-0.380203071713091,-0.037463589315938434
SYN_031,2,23,female,brand,9.09445135806977,0.2566146379969534,-0.00820482596574991
SYN_031,3,23,female,price,3.0680802384419863,0.17060045333189927,0.017813519967477542
SYN_031,4,23,female,brand,6.786923184636243,0.07840843406733178,0.10959022682594612
SYN_031,5,23,female,brand,55.38362874362556,0.07184597591474495,0.03779847250803393
SYN_032,1,24,male,familiarity,5.278035850683706,0.0454234272135666,-0.0543495414333514
SYN_032,2,24,male,brand,3.047276052404626,-0.2756035952966826,-0.08675958832415684
SYN_032,3,24,male,brand,1.7265344086482821,-0.31043136147891204,-0.0804586106658893
SYN_032,4,24,male,familiarity,8.02435675245748,0.23475880618297468,0.01995292464166248
SYN_032,5,24,male,familiarity,3.609147363424567,0.5082549114216113,0.013655869779268012
SYN_033,1,24,Female,familiarity,3.9218411329910925,0.25994134121480744,-0.016620989995410042
SYN_033,2,24,Female,brand,5.055854547598127,-0.3371309149589755,-0.03418634956995946
SYN_033,3,24,Female,brand,3.2241962646256876,-0.19822999868068372,-0.07896748536366929
SYN_033,4,24,Female,familiarity,8.881660127269345,-0.39392584108327755,-0.11151918116572095
SYN_033,5,24,Female,familiarity,1.8798188282023895,0.376107565435636,0.029728154970060972
SYN_034,1,29,Female,familiarity,14.330626728241072,0.1450499032725208,-0.06957120429211947
SYN_034,2,29,Female,price,2.47645483102322,-0.15020879175028304,-0.034391816520399424
SYN_034,3,29,Female,price,13.028205449347007,-0.035122923347684604,-0.011732943468530585
SYN_034,4,29,Female,familiarity,6.776900305396302,-0.046302135153453605,0.1067512879125544
SYN_034,5,29,Female,price,8.425840540898053,0.48772869362553795,0.03496763386132194
SYN_035,1,18,male,familiarity,9.27879073154796,-0.035516084344617393,0.0027363678473326393
SYN_035,2,18,male,brand,4.250727735482384,-0.4007576083709206,-0.08497805673847288
SYN_035,3,18,male,price,1.77617890482554,0.2246776997199288,0.04792043786957615
SYN_035,4,18,male,familiarity,19.647930740487084,1.003322068119124,-0.012210213322382936
SYN_035,5,18,male,brand,6.015442333500621,-0.48785271876718617,0.05630937105819422
SYN_036,1,28,male,Price,3.9202159387126576,0.23043413095457171,0.04490584836980722
SYN_036,2,28,male,brand,10.254862272369115,-0.17808142590491655,-0.06252066557231252
SYN_036,3,28,male,price,8.231200404508082,-0.136251630598239,0.0007435934375270639
SYN_036,4,28,male,familiarity,4.924827665929617,-0.8550601924875545,0.054066698470203185
SYN_036,5,28,male,familiarity,3.894257502745603,0.15752554893162934,0.08006917357500436
SYN_037,1,24,Female,brand,2.2496695197854812,0.27974345004365264,0.02319854632301377
SYN_037,2,24,Female,brand,8.350148674594998,-0.1434965233576506,-0.03929774160063098
SYN_037,3,24,Female,brand,7.3733482556984296,-0.1873437387590362,-0.005819872750438271
SYN_037,4,24,Female,familiarity,21.35446742284947,-0.06410549034667407,-0.05224453666636847
SYN_037,5,24,Female,familiarity,0.6783769986143751,0.42911778985154636,-0.007872484124762326
SYN_038,1,23,male,Price,8.208819238312032,-0.29299483101989726,-0.0017411754250442417
SYN_038,2,23,male,brand,2.2970626828852776,0.444049589867487,0.0348187201913229
SYN_038,3,23,male,price,13.791879628728537,-0.4386579644062435,-0.11182016209795195
SYN_038,4,23,male,familiarity,1.4745482362994464,0.5814831793329823,0.05680371966919216
SYN_038,5,23,male,brand,9.530141343653291,0.38580887966393335,0.027541630129898104
SYN_039,1,24,Female,familiarity,8.270190413782162,-0.0900990319377582,0.0006689225394222731
SYN_039,2,24,Female,brand,20.451076234798588,-0.11182431895007958,-0.07150491612399246
SYN_039,3,24,Female,brand,10.23476832371759,-0.02853040448797986,-0.04515282304227186
SYN_039,4,24,Female,brand,38.851207083368216,0.9643921413389203,0.001134085303067878
SYN_039,5,24,Female,price,22.769987969315014,0.33455330847575315,0.06676109332672563
SYN_040,1,24,male,Price,8.903713782876531,-0.10558393916973255,0.0468383076677119
SYN_040,2,24,male,price,16.830888081099676,0.2676843175159667,-0.008125240880995185
SYN_040,3,24,male,price,17.831338113536297,-0.16787901988504478,-0.038930494375437184
SYN_040,4,24,male,brand,4.682144066264644,0.6675704698378699,0.051957441743176076
SYN_040,5,24,male,price,6.3280984591898655,0.11952748824402595,0.10145434279449986
SYN_041,1,22,male,Price,21.756494770469033,-0.04870108986831628,0.00026539236908963357
SYN_041,2,22,male,price,3.4594621858722796,0.6141436663950579,0.05995460840827596
SYN_041,3,22,male,brand,7.53865322918375,-0.21859200059990852,0.0012600753338170498
SYN_041,4,22,male,familiarity,5.856473675386387,1.1332876373375844,0.09948739262315685
SYN_041,5,22,male,brand,6.5866170015327645,-0.8696180357310035,0.10013786374026135
SYN_042,1,27,Female,Price,44.39784236722097,0.24599437707324753,-0.020914609665839797
SYN_042,2,27,Female,price,4.812317756853862,0.5933855295221981,0.0560336357953804
SYN_042,3,27,Female,price,12.423233827990567,-0.13443276946253038,-0.03231894390078392
SYN_042,4,27,Female,familiarity,4.651084036751375,0.027246073791400538,0.018499264262337
SYN_042,5,27,Female,price,1.9095399123658316,0.32637860380791534,0.01187160255456328
SYN_043,1,21,female,Price,4.019628938103082,-0.2339421651121073,-0.03009984395614159
SYN_043,2,21,female,brand,7.11228101900147,0.20677076129538996,0.03385692585898312
SYN_043,3,21,female,price,4.204995725563828,-0.05093082284124219,-0.020449011998965996
SYN_043,4,21,female,familiarity,4.445224395154702,-0.68577841231776,-0.1405762273693613
SYN_043,5,21,female,familiarity,5.071339919950949,-0.20809953928893477,0.04905577777742805
SYN_044,1,25,male,brand,12.506982808419002,0.4360599561560868,0.053001905036976785
SYN_044,2,25,male,brand,13.471243554303607,-0.28291521440269235,-0.03008958400222382
SYN_044,3,25,male,price,1.6022588623397815,-0.3551655587919794,-0.046371693482772376
SYN_044,4,25,male,brand,5.8668326174727685,-0.8327197179891337,-0.15049346850828055
SYN_044,5,25,male,price,12.220515888814372,-0.6286943618338399,0.11017482886343222
SYN_045,1,29,Female,familiarity,12.973128241189574,-0.1254940407938469,-0.10290884521414434
SYN_045,2,29,Female,brand,6.228777041268358,-0.3578911195649112,-0.0763387949449566
SYN_045,3,29,Female,brand,3.4187067317002042,0.15046781504344406,0.03126819246234454
SYN_045,4,29,Female,familiarity,3.754764071221252,0.014970314949704855,0.06375893118798193
SYN_045,5,29,Female,familiarity,2.1605235355440233,0.5265309189486209,0.04196480303903391
SYN_046,1,24,Female,familiarity,2.889152187396648,-0.08327642467786589,0.012481403981512488
SYN_046,2,24,Female,brand,9.737951335663254,0.12006583541581353,-0.0066499261314958424
SYN_046,3,24,Female,brand,3.831986763793524,-0.020437694752536074,-0.025748336299719406
SYN_046,4,24,Female,familiarity,6.234421491320451,-0.4997988189174484,0.05647473612957809
SYN_046,5,24,Female,price,10.166455340653178,-0.6295329308276686,0.06776593466614621
SYN_047,1,18,Female,familiarity,6.083969756508396,0.08238771373565507,0.05846229553194439
SYN_047,2,18,Female,brand,4.464552466732887,-0.15256513444225506,-0.03802538320520468
SYN_047,3,18,Female,price,2.426312749054477,-0.11445822132332144,-0.0361557398148172
SYN_047,4,18,Female,familiarity,3.854092354211718,0.8290502683248988,0.005193854841152715
SYN_047,5,18,Female,price,12.304801360488764,0.16777709802941954,0.06351587037853482
SYN_048,1,19,female,Price,17.234200767893487,-0.005293040150513628,0.007768309309377051
SYN_048,2,19,female,price,4.1227369473933555,0.3065743884037989,0.03260015877059773
SYN_048,3,19,female,brand,11.251556768535574,0.28377432474273695,0.042074920757652456
SYN_048,4,19,female,brand,1.6435911123362483,0.6145740485078898,0.03614114320325416
SYN_048,5,19,female,familiarity,2.034604520481442,0.3829172723048556,0.020913770844455136
SYN_049,1,25,female,familiarity,3.6487138420332927,-0.13806768042007017,0.02834719851611786
SYN_049,2,25,female,price,2.778267297295577,0.472846855652917,0.049380276744115825
SYN_049,3,25,female,brand,9.33110754694492,-0.06856371310673394,-0.007010254320479356
SYN_049,4,25,female,familiarity,4.557491721232864,0.7693266463391909,0.09811790889171765
SYN_049,5,25,female,familiarity,39.168596730603035,0.3993522801675485,0.0346048602418902
SYN_050,1,21,Female,familiarity,5.474263195808103,0.057780662602071875,0.009837670535316558
SYN_050,2,21,Female,brand,7.501175589663088,-0.05001548492797456,-0.061985293351303324
SYN_050,3,21,Female,brand,9.704601041696444,-0.515670764804616,-0.11626404929987247
SYN_050,4,21,Female,familiarity,13.13365809770471,-0.3354499876700038,-0.05396325950498247
SYN_050,5,21,Female,familiarity,5.314599295004489,0.4112096955425438,0.05192861806599389
SYN_051,1,23,Female,brand,1.6446651042283242,-0.22205198304126716,0.04558719573072262
SYN_051,2,23,Female,brand,4.478623428686053,-0.20719079159762913,-0.0375686693331193
SYN_051,3,23,Female,price,0.7911284535550025,-0.09362478756230072,-0.02280100498733182
SYN_051,4,23,Female,familiarity,18.085171207198453,0.08108711160663296,0.08570301869636879
SYN_051,5,23,Female,familiarity,5.59228098839973,-0.3126180774069837,0.048528523022819806
SYN_052,1,25,male,familiarity,5.848975248058075,-0.2655250340754889,-0.13529746970488266
SYN_052,2,25,male,brand,7.730931198882538,0.6321541226589347,0.07570479496588212
SYN_052,3,25,male,price,7.159392937709713,-0.018507533088771736,-0.016731426394378038
SYN_052,4,25,male,familiarity,2.6048231180089165,0.25618954676331,0.031140628930877885
SYN_052,5,25,male,familiarity,3.327577136572879,0.3484625825299637,0.03000408653678636
SYN_053,1,19,Female,brand,7.06136109186654,-0.041198744347930916,0.03032962030650637
SYN_053,2,19,Female,brand,8.815325518042103,0.29688463723883884,0.005128135771220017
SYN_053,3,19,Female,brand,4.48347171118117,-0.27053404004316434,-0.016027013998876127
SYN_053,4,19,Female,familiarity,4.595305640279019,-0.811664830252135,-0.0019798856918481697
SYN_053,5,19,Female,familiarity,10.301860137823079,0.28045996922359184,0.046145131102319464
SYN_054,1,28,Female,familiarity,3.744004660757783,-0.1845523779821297,-0.01319501452100446
SYN_054,2,28,Female,price,4.0910525056175775,0.34193743148862565,0.0662868877624663
SYN_054,3,28,Female,brand,1.8310823842507213,6.0915388316160404e-05,-0.01812296783490765
SYN_054,4,28,Female,familiarity,34.98646190627239,-0.629192323882346,0.05494463599980848
SYN_054,5,28,Female,brand,23.614134881807743,0.5564185733700739,0.04571292040091083
SYN_055,1,22,Female,brand,11.173150461181539,0.5209242417171285,0.05523839191317756
SYN_055,2,22,Female,brand,13.010123582441867,0.20741993572878778,0.01755003048228555
SYN_055,3,22,Female,brand,11.044045892566723,-0.540693583382136,-0.07984495714584836
SYN_055,4,22,Female,familiarity,4.383264330815139,-0.16837685346478226,0.032553919880019974
SYN_055,5,22,Female,price,14.465292837850017,0.06259114067582039,0.013555939588978543
SYN_056,1,25,Female,brand,4.837615208451378,0.014134088967419633,-0.006612226520004039
SYN_056,2,25,Female,brand,9.328358611974181,0.1316007381775957,-0.02863543388965515
SYN_056,3,25,Female,brand,5.635420267721842,-0.3128713449519693,-0.09998171745431769
SYN_056,4,25,Female,familiarity,1.899945145671855,0.4446698621177747,0.08368307322797576
SYN_056,5,25,Female,familiarity,9.847190093548873,-0.12799249258517464,0.01814938651935583
SYN_057,1,22,male,familiarity,3.9835574207941034,0.7493946440777189,0.040891571353863274
SYN_057,2,22,male,brand,2.3147549339868267,0.40872968061156373,0.03355642735083943
SYN_057,3,22,male,price,4.932124335244435,-0.0318378479899247,0.007399082458224658
SYN_057,4,22,male,familiarity,3.690622393254146,0.285295155928936,0.05776312560040445
SYN_057,5,22,male,familiarity,2.857576473569003,0.27797220677895557,0.01797542897793216
SYN_058,1,19,Female,familiarity,1.908006397759802,0.636352491134486,0.09804824574635461
SYN_058,2,19,Female,brand,2.186133367303086,0.5774935813753121,0.06434252356446132
SYN_058,3,19,Female,brand,3.7677791196508332,-0.24782081995837094,-0.09142465256088039
SYN_058,4,19,Female,familiarity,2.2387238093612636,-0.13498519318541477,-0.02346279797046625
SYN_058,5,19,Female,familiarity,3.132409169110939,0.08103937220448859,0.07492945797278772
SYN_059,1,22,Female,familiarity,1.4647303615132397,0.5270741959312976,0.013720768808305413
SYN_059,2,22,Female,brand,1.7106161315476658,0.5578498782648696,0.06281398012064837
SYN_059,3,22,Female,price,25.98012271082299,0.2689713466181479,0.05255928934175074
SYN_059,4,22,Female,familiarity,2.4268976989667004,1.0585141964077127,0.04525082302190884
SYN_059,5,22,Female,price,5.950144752102273,0.18102656203110745,0.033153825522513385
SYN_060,1,20,male,Price,8.441870859444613,0.41282499593515154,0.11081469467845073
SYN_060,2,20,male,brand,2.066716177452669,0.15480721727981517,0.008133803224620675
SYN_060,3,20,male,price,5.578288834177293,0.08073805034808312,0.005243870748056275
SYN_060,4,20,male,familiarity,9.13329196991795,-0.9683310081694949,-0.1487920042272421
SYN_060,5,20,male,familiarity,26.930080974314443,0.41065218476435417,0.03522447157769683
SYN_061,1,24,Female,Price,6.50581543649518,0.35309567302705996,-0.03685331343833588
SYN_061,2,24,Female,price,9.768323341579235,-0.3155170284377238,-0.05887259952699579
SYN_061,3,24,Female,price,11.192333482711238,0.11829375887377352,0.033005659890424074
SYN_061,4,24,Female,familiarity,16.165363472351558,-0.9342268456575755,0.051589583457546495
SYN_061,5,24,Female,familiarity,26.723422400198768,0.8244019677809762,0.011826688323696218
SYN_062,1,25,male,Price,32.239158193413104,0.24822015537671757,0.07922195919747074
SYN_062,2,25,male,price,2.962290379150207,-0.49098659212506346,-0.094464456769383
SYN_062,3,25,male,brand,5.165053576228558,-0.20650181225961448,-0.0773640981207048
SYN_062,4,25,male,familiarity,10.644037892857236,0.16434154660188532,-0.0024773358079140575
SYN_062,5,25,male,familiarity,6.8471662403876845,0.13401657694217262,0.06107807694204172
SYN_063,1,19,female,Price,4.106906970335228,0.3257217488086891,0.04183622038817339
SYN_063,2,19,female,brand,4.361104910321742,-0.4222956093634437,-0.08142085894255505
SYN_063,3,19,female,brand,9.378487809252626,-0.12097154202461956,-0.029699872928758447
SYN_063,4,19,female,familiarity,4.534295659375776,-1.2682428755990998,-0.04019712778654949
SYN_063,5,19,female,brand,3.696736780731538,0.8419694360992285,-0.05313364958381329
SYN_064,1,27,Female,familiarity,8.76321090146527,-0.3149076233615821,-0.023529141527604075
SYN_064,2,27,Female,price,3.523922428258261,-0.32179815052482563,-0.07783237294403669
SYN_064,3,27,Female,price,4.435678402325317,-0.43535970866738205,-0.06576648365566452
